month,app_type,classification,score_borda,relative_score
2018-11-01,Paid,Well-being,13104,0.00393498860703085
2018-12-01,Free,Cognitive Development,166885,0.028750315265463858
2018-12-01,Free,Education Management,201707,0.03474931744165694
2018-12-01,Free,Licensing Exam,346083,0.05962186750167797
2018-12-01,Free,Non-Education,1542395,0.26571796454969066
2018-12-01,Free,Parents,164720,0.028377337271337788
2018-12-01,Free,Preschool,525018,0.09044811109472572
2018-12-01,Free,Professional & Career,40388,0.00695789155970611
2018-12-01,Free,Subject Learning,2270451,0.39114469272126123
2018-12-01,Free,Teaching and Learning,546985,0.09423250259447973
2018-12-01,Paid,Cognitive Development,1635,0.00047410653391297087
2018-12-01,Paid,Education Management,77093,0.022354920500888477
2018-12-01,Paid,Entertainment,399610,0.11587627646297387
2018-12-01,Paid,Hobby,274970,0.07973398998779792
2018-12-01,Paid,Licensing Exams,942066,0.27317409539893384
2018-12-01,Paid,Parents,9952,0.0028858154284415205
2018-12-01,Paid,Preschool,324424,0.09407433526494291
2018-12-01,Paid,Professional,23245,0.0067404320371908305
2018-12-01,Paid,Subject Learning,1320665,0.382957740434357
2018-12-01,Paid,Teaching and Learning,22237,0.006448138834631641
2018-12-01,Paid,Translating,43325,0.012563098215155635
2018-12-01,Paid,Well-being,9370,0.002717050900773417
2019-01-01,Free,Cognitive Development,189841,0.03306936394939215
2019-01-01,Free,Education Management,206937,0.03604740265588237
2019-01-01,Free,Licensing Exam,401972,0.07002153573498382
2019-01-01,Free,Non-Education,1340379,0.23348739724886777
2019-01-01,Free,Parents,153940,0.02681558718279733
2019-01-01,Free,Preschool,540001,0.09406550535466898
2019-01-01,Free,Professional & Career,38605,0.006724800202623691
2019-01-01,Free,Subject Learning,2284841,0.3980080098371433
2019-01-01,Free,Teaching and Learning,584175,0.10176039783364059
2019-01-01,Paid,Cognitive Development,2581,0.0007218889829280667
2019-01-01,Paid,Education Management,81696,0.022849842057067547
2019-01-01,Paid,Entertainment,429817,0.12021703098612664
2019-01-01,Paid,Hobby,253913,0.07101782151190011
2019-01-01,Paid,Licensing Exams,1030808,0.28831032108257054
2019-01-01,Paid,Parents,14372,0.004019755312918317
2019-01-01,Paid,Preschool,296794,0.08301135947274414
2019-01-01,Paid,Professional,40278,0.011265495720409404
2019-01-01,Paid,Subject Learning,1311102,0.3667067374253987
2019-01-01,Paid,Teaching and Learning,28049,0.007845123627334112
2019-01-01,Paid,Translating,61951,0.017327293444934777
2019-01-01,Paid,Well-being,23981,0.006707330375667559
2019-02-01,Free,Cognitive Development,185237,0.03564890761387089
2019-02-01,Free,Education Management,218001,0.04195434772065769
2019-02-01,Free,Licensing Exam,400319,0.07704149304446294
2019-02-01,Free,Non-Education,1118940,0.2153402866892937
2019-02-01,Free,Parents,154519,0.029737220725814584
2019-02-01,Free,Preschool,422071,0.08122767095933373
2019-02-01,Free,Professional & Career,36683,0.0070596526503864014
2019-02-01,Free,Subject Learning,2086419,0.4015318655280796
2019-02-01,Free,Teaching and Learning,573959,0.11045855506810044
2019-02-01,Paid,Cognitive Development,1543,0.00047471343368256407
2019-02-01,Paid,Education Management,83790,0.025778508495309167
2019-02-01,Paid,Entertainment,350265,0.1077611800705271
2019-02-01,Paid,Hobby,215217,0.06621283283011042
2019-02-01,Paid,Licensing Exams,1009516,0.31058380215002424
2019-02-01,Paid,Parents,11328,0.003485128824858124
2019-02-01,Paid,Preschool,233248,0.07176018080336403
2019-02-01,Paid,Professional,19849,0.0061066668471582725
2019-02-01,Paid,Subject Learning,1223852,0.3765255899152776
2019-02-01,Paid,Teaching and Learning,22279,0.006854271282575402
2019-02-01,Paid,Translating,56956,0.017522863466509477
2019-02-01,Paid,Well-being,22539,0.006934261880603572
2019-03-01,Free,Cognitive Development,207371,0.035829851788114715
2019-03-01,Free,Education Management,221438,0.03826036774793267
2019-03-01,Free,Licensing Exam,471666,0.0814951120141819
2019-03-01,Free,Non-Education,1167305,0.20168859262638095
2019-03-01,Free,Parents,188350,0.0325433767705774
2019-03-01,Free,Preschool,451083,0.07793875244917635
2019-03-01,Free,Professional & Career,56539,0.009768887598787766
2019-03-01,Free,Subject Learning,2449977,0.4233104570759167
2019-03-01,Free,Teaching and Learning,573931,0.09916460192893155
2019-03-01,Paid,Cognitive Development,3946,0.0010566004189450115
2019-03-01,Paid,Education Management,85813,0.02297771205041264
2019-03-01,Paid,Entertainment,409461,0.10963929653868307
2019-03-01,Paid,Hobby,191107,0.05117175272765442
2019-03-01,Paid,Licensing Exams,1235704,0.3308781966781618
2019-03-01,Paid,Parents,13706,0.0036699861485201034
2019-03-01,Paid,Preschool,226009,0.06051728436019846
2019-03-01,Paid,Professional,36498,0.009772884462913084
2019-03-01,Paid,Subject Learning,1427487,0.38223095849938105
2019-03-01,Paid,Teaching and Learning,21687,0.00580701806529662
2019-03-01,Paid,Translating,55467,0.014852117444912051
2019-03-01,Paid,Well-being,27734,0.00742619260492168
2019-04-01,Free,Cognitive Development,203558,0.0357715679315884
2019-04-01,Free,Education Management,183595,0.0322634385010659
2019-04-01,Free,Licensing Exam,429205,0.07542487062202125
2019-04-01,Free,Non-Education,1507769,0.26496262101535245
2019-04-01,Free,Parents,146100,0.025674383098699464
2019-04-01,Free,Preschool,495309,0.08704143065183938
2019-04-01,Free,Professional & Career,51016,0.00896512202712698
2019-04-01,Free,Subject Learning,2125892,0.3735863493118439
2019-04-01,Free,Teaching and Learning,548053,0.09631021684046226
2019-04-01,Paid,Cognitive Development,2827,0.0007448525602956435
2019-04-01,Paid,Education Management,76615,0.02018637386170878
2019-04-01,Paid,Entertainment,534543,0.1408403686374652
2019-04-01,Paid,Hobby,231147,0.06090217005824446
2019-04-01,Paid,Licensing Exams,1249363,0.32917977689729255
2019-04-01,Paid,Parents,8810,0.002321241972481294
2019-04-01,Paid,Preschool,260926,0.06874828409893918
2019-04-01,Paid,Professional,44340,0.01168261850849269
2019-04-01,Paid,Subject Learning,1284295,0.3383835935355124
2019-04-01,Paid,Teaching and Learning,19460,0.005127283630475141
2019-04-01,Paid,Translating,44250,0.011658905480396966
2019-04-01,Paid,Well-being,38806,0.010224530758695699
2019-05-01,Free,Cognitive Development,216063,0.036223979988733605
2019-05-01,Free,Education Management,204740,0.03432562568738432
2019-05-01,Free,Licensing Exam,464260,0.07783537648542074
2019-05-01,Free,Non-Education,1591530,0.2668275034201561
2019-05-01,Free,Parents,162341,0.02721723356313206
2019-05-01,Free,Preschool,375457,0.0629471351162853
2019-05-01,Free,Professional & Career,56840,0.00952949381689423
2019-05-01,Free,Subject Learning,2284985,0.3830885015692481
2019-05-01,Free,Teaching and Learning,608424,0.10200515035274552
2019-05-01,Paid,Cognitive Development,735,0.00019107396044067116
2019-05-01,Paid,Education Management,77813,0.020228623243224414
2019-05-01,Paid,Entertainment,534716,0.13900721609659036
2019-05-01,Paid,Hobby,214925,0.055872885643144556
2019-05-01,Paid,Licensing Exams,1306411,0.3396205765078335
2019-05-01,Paid,Parents,11333,0.0029461784947947293
2019-05-01,Paid,Preschool,220814,0.05740381700781817
2019-05-01,Paid,Professional,29170,0.007583166566060377
2019-05-01,Paid,Subject Learning,1354074,0.35201126790441
2019-05-01,Paid,Teaching and Learning,20939,0.005443398173696889
2019-05-01,Paid,Translating,43139,0.011214611672721241
2019-05-01,Paid,Well-being,32609,0.008477184729265095
2019-06-01,Free,Cognitive Development,209721,0.035087452196669484
2019-06-01,Free,Education Management,188131,0.03147532898093957
2019-06-01,Free,Licensing Exam,480918,0.08046017010942107
2019-06-01,Free,Non-Education,1671868,0.2797125158145413
2019-06-01,Free,Parents,160376,0.02683176807993985
2019-06-01,Free,Preschool,412853,0.06907252922574081
2019-06-01,Free,Professional & Career,63709,0.010658858635985983
2019-06-01,Free,Subject Learning,2241944,0.37508929924809614
2019-06-01,Free,Teaching and Learning,547574,0.09161207770866578
2019-06-01,Paid,Cognitive Development,1933,0.0005224694289163178
2019-06-01,Paid,Education Management,65797,0.017784232288880996
2019-06-01,Paid,Entertainment,586932,0.15864150380378286
2019-06-01,Paid,Hobby,208847,0.05644913234396598
2019-06-01,Paid,Licensing Exams,1231340,0.33281816171847844
2019-06-01,Paid,Parents,8398,0.002269890462513832
2019-06-01,Paid,Preschool,257875,0.06970088152188074
2019-06-01,Paid,Professional,22848,0.006175572432426296
2019-06-01,Paid,Subject Learning,1213588,0.32801998411779426
2019-06-01,Paid,Teaching and Learning,21577,0.005832034592719809
2019-06-01,Paid,Translating,43150,0.011662988027800887
2019-06-01,Paid,Well-being,37453,0.010123149260839551
2019-07-01,Free,Cognitive Development,228841,0.03631657235518544
2019-07-01,Free,Education Management,125195,0.01986817605240076
2019-07-01,Free,Licensing Exam,495995,0.07871333504621202
2019-07-01,Free,Non-Education,1986552,0.31526151102878575
2019-07-01,Free,Parents,139570,0.022149457499369574
2019-07-01,Free,Preschool,546401,0.08671265835862316
2019-07-01,Free,Professional & Career,55936,0.008876922366445055
2019-07-01,Free,Subject Learning,2305550,0.36588580452584024
2019-07-01,Free,Teaching and Learning,417243,0.06621556276713805
2019-07-01,Paid,Cognitive Development,6581,0.0016344065298775276
2019-07-01,Paid,Education Management,64179,0.015939002686675252
2019-07-01,Paid,Entertainment,651677,0.16184548612232147
2019-07-01,Paid,Hobby,225605,0.05602952213539274
2019-07-01,Paid,Licensing Exams,1336127,0.3318302223895565
2019-07-01,Paid,Parents,8725,0.0021668738752744915
2019-07-01,Paid,Preschool,268826,0.06676355717989002
2019-07-01,Paid,Professional,32993,0.008193887652370349
2019-07-01,Paid,Subject Learning,1306894,0.3245701394100838
2019-07-01,Paid,Teaching and Learning,18291,0.004542612040417848
2019-07-01,Paid,Translating,54692,0.013582884353755013
2019-07-01,Paid,Well-being,51948,0.012901405624385017
2019-08-01,Free,Cognitive Development,262291,0.04169254989130635
2019-08-01,Free,Education Management,272722,0.04335061283634151
2019-08-01,Free,Licensing Exam,457619,0.0727409746758742
2019-08-01,Free,Non-Education,1994034,0.3169623129652225
2019-08-01,Free,Parents,174464,0.027731980983857134
2019-08-01,Free,Preschool,413366,0.06570672489094076
2019-08-01,Free,Professional & Career,60591,0.009631261806406407
2019-08-01,Free,Subject Learning,2139691,0.34011526803999825
2019-08-01,Free,Teaching and Learning,516298,0.08206831391005291
2019-08-01,Paid,Cognitive Development,6929,0.0017184610683872606
2019-08-01,Paid,Education Management,114920,0.02850130552447164
2019-08-01,Paid,Entertainment,698930,0.17334160694586637
2019-08-01,Paid,Hobby,249555,0.06189212756839123
2019-08-01,Paid,Licensing Exams,1274506,0.3160901922970088
2019-08-01,Paid,Parents,8191,0.0020314496480242535
2019-08-01,Paid,Preschool,274419,0.06805864741315683
2019-08-01,Paid,Professional,18582,0.0046085212256851025
2019-08-01,Paid,Subject Learning,1267009,0.3142308615667881
2019-08-01,Paid,Teaching and Learning,19741,0.004895964778616382
2019-08-01,Paid,Translating,47075,0.01167506924438307
2019-08-01,Paid,Well-being,52239,0.012955792719220972
2019-09-01,Free,Cognitive Development,236290,0.03905483626934664
2019-09-01,Free,Education Management,510133,0.08431656350497528
2019-09-01,Free,Licensing Exam,393066,0.06496732097442552
2019-09-01,Free,Non-Education,1382809,0.22855549996520783
2019-09-01,Free,Parents,343841,0.056831241092252814
2019-09-01,Free,Preschool,230047,0.0380229714302526
2019-09-01,Free,Professional,21,3.470953327082312e-06
2019-09-01,Free,Professional & Career,72209,0.01193495565691841
2019-09-01,Free,Subject Learning,2081157,0.3439808958728877
2019-09-01,Free,Teaching and Learning,800638,0.13233224428040608
2019-09-01,Paid,Cognitive Development,19828,0.005019636276365558
2019-09-01,Paid,Education Management,152665,0.03864851584281562
2019-09-01,Paid,Entertainment,540876,0.13692761703729564
2019-09-01,Paid,Hobby,219606,0.05559523119364206
2019-09-01,Paid,Licensing Exams,1246876,0.31565785766237553
2019-09-01,Paid,Parents,10014,0.0025351340362883145
2019-09-01,Paid,Preschool,239289,0.060578159417754594
2019-09-01,Paid,Professional,18913,0.00478799580869991
2019-09-01,Paid,Subject Learning,1359980,0.34429115105566027
2019-09-01,Paid,Teaching and Learning,41012,0.010382556131042176
2019-09-01,Paid,Translating,60665,0.01535788958572305
2019-09-01,Paid,Well-being,40363,0.010218255952337251
2019-10-01,Free,Cognitive Development,223626,0.0349282842944237
2019-10-01,Free,Education Management,423291,0.06611408506734862
2019-10-01,Free,Licensing Exam,430735,0.06727676806613986
2019-10-01,Free,Non-Education,1475260,0.23042177872068323
2019-10-01,Free,Parents,303504,0.047404478891071564
2019-10-01,Free,Preschool,286134,0.044691447766809896
2019-10-01,Free,Professional & Career,95019,0.014841076821889428
2019-10-01,Free,Subject Learning,2336913,0.3650038977370009
2019-10-01,Free,Teaching and Learning,827951,0.1293181826346328
2019-10-01,Paid,Cognitive Development,27174,0.006520800138219654
2019-10-01,Paid,Education Management,115397,0.027691203854792575
2019-10-01,Paid,Entertainment,497560,0.11939682478739129
2019-10-01,Paid,Hobby,236573,0.05676916357912115
2019-10-01,Paid,Licensing Exams,1261824,0.30279318884260237
2019-10-01,Paid,Parents,8842,0.0021217676757981224
2019-10-01,Paid,Preschool,291502,0.06995018333301338
2019-10-01,Paid,Professional,41238,0.00989566335835365
2019-10-01,Paid,Subject Learning,1527821,0.3666230730836421
2019-10-01,Paid,Teaching and Learning,50753,0.012178927261907047
2019-10-01,Paid,Translating,69147,0.01659283753431495
2019-10-01,Paid,Well-being,39449,0.009466366550843716
2019-11-01,Free,Cognitive Development,233300,0.03726913265958154
2019-11-01,Free,Education Management,329252,0.05259724160494016
2019-11-01,Free,Licensing Exam,415145,0.06631844868393476
2019-11-01,Free,Non-Education,1350024,0.21566319566917663
2019-11-01,Free,Parents,269285,0.04301765275711708
2019-11-01,Free,Preschool,347621,0.0555316466534779
2019-11-01,Free,Professional & Career,98063,0.015665336288026337
2019-11-01,Free,Subject Learning,2403258,0.38391487877068414
2019-11-01,Free,Teaching and Learning,813924,0.1300224669130615
2019-11-01,Paid,Cognitive Development,35234,0.008771196102974051
2019-11-01,Paid,Education Management,117889,0.029347435357424873
2019-11-01,Paid,Entertainment,506239,0.12602377090235228
2019-11-01,Paid,Hobby,218099,0.05429383830568592
2019-11-01,Paid,Licensing Exams,1197397,0.2980815093407737
2019-11-01,Paid,Parents,8793,0.0021889404363243125
2019-11-01,Paid,Preschool,290145,0.07222905980863388
2019-11-01,Paid,Professional,36842,0.00917149363755946
2019-11-01,Paid,Subject Learning,1463985,0.3644462600559819
2019-11-01,Paid,Teaching and Learning,54194,0.013491122257040805
2019-11-01,Paid,Translating,57275,0.014258110257076653
2019-11-01,Paid,Well-being,30920,0.007697263538172154
2019-12-01,Free,Cognitive Development,222841,0.0339218895826442
2019-12-01,Free,Education Management,263763,0.04015122604003295
2019-12-01,Free,Licensing Exam,419290,0.06382626663453712
2019-12-01,Free,Non-Education,1632469,0.24850199543660995
2019-12-01,Free,Parents,242173,0.036864696199970806
2019-12-01,Free,Preschool,456743,0.06952753583786493
2019-12-01,Free,Professional & Career,67062,0.010208488380465378
2019-12-01,Free,Subject Learning,2531707,0.3853881705323859
2019-12-01,Free,Teaching and Learning,733191,0.11160973135548882
2019-12-01,Paid,Cognitive Development,37807,0.009223779673480103
2019-12-01,Paid,Education Management,100011,0.024399699233592153
2019-12-01,Paid,Entertainment,560154,0.13666085855049523
2019-12-01,Paid,Hobby,226883,0.05535268081726099
2019-12-01,Paid,Licensing Exams,1161280,0.28331766231700406
2019-12-01,Paid,Parents,7769,0.001895404139002484
2019-12-01,Paid,Preschool,360786,0.08802101656508562
2019-12-01,Paid,Professional,35102,0.008563840402531239
2019-12-01,Paid,Subject Learning,1459086,0.3559734384812175
2019-12-01,Paid,Teaching and Learning,48694,0.011879882757702015
2019-12-01,Paid,Translating,61304,0.014956346420055127
2019-12-01,Paid,Well-being,39986,0.009755390642573475
2020-01-01,Free,Cognitive Development,252276,0.0385879239052675
2020-01-01,Free,Education Management,246881,0.03776270926150861
2020-01-01,Free,Licensing Exam,458364,0.0701109703377017
2020-01-01,Free,Non-Education,1522568,0.23289071542515075
2020-01-01,Free,Parents,224828,0.03438950100593589
2020-01-01,Free,Preschool,441961,0.06760198131053263
2020-01-01,Free,Professional & Career,75538,0.011554228685868242
2020-01-01,Free,Subject Learning,2582886,0.3950760612344446
2020-01-01,Free,Teaching and Learning,732391,0.11202590883359008
2020-01-01,Paid,Cognitive Development,34067,0.008245100727602851
2020-01-01,Paid,Education Management,89651,0.021697875519720643
2020-01-01,Paid,Entertainment,590339,0.1428774038932791
2020-01-01,Paid,Hobby,225998,0.05469739848641762
2020-01-01,Paid,Licensing Exams,1230559,0.29782730813568076
2020-01-01,Paid,Parents,8397,0.0020322925649361888
2020-01-01,Paid,Preschool,311346,0.07535383600364685
2020-01-01,Paid,Professional,33634,0.008140303457075594
2020-01-01,Paid,Subject Learning,1460499,0.3534787732281456
2020-01-01,Paid,Teaching and Learning,51593,0.012486848910652945
2020-01-01,Paid,Translating,56184,0.013597990409476578
2020-01-01,Paid,Well-being,39520,0.00956486866336527
2020-02-01,Free,Cognitive Development,211370,0.034374700662660705
2020-02-01,Free,Education Management,251144,0.040843070555061076
2020-02-01,Free,Licensing Exam,482505,0.07846886948591145
2020-02-01,Free,Non-Education,1385700,0.22535375270023625
2020-02-01,Free,Parents,235716,0.03833404428915991
2020-02-01,Free,Preschool,447142,0.07271785212519956
2020-02-01,Free,Professional,13,2.1141652486851926e-06
2020-02-01,Free,Professional & Career,89241,0.014513093919839636
2020-02-01,Free,Subject Learning,2316628,0.37674880090239077
2020-02-01,Free,Teaching and Learning,729540,0.11864370119429195
2020-02-01,Paid,Cognitive Development,21636,0.006432730455630928
2020-02-01,Paid,Education Management,105814,0.03146020246034993
2020-02-01,Paid,Entertainment,404042,0.1201281789034032
2020-02-01,Paid,Hobby,167931,0.04992858468037333
2020-02-01,Paid,Licensing Exams,1216802,0.36177478664598933
2020-02-01,Paid,Parents,6391,0.0019001469930642109
2020-02-01,Paid,Preschool,232160,0.06902489843683104
2020-02-01,Paid,Professional,27594,0.008204139591083372
2020-02-01,Paid,Subject Learning,1066468,0.31707807282103
2020-02-01,Paid,Teaching and Learning,52458,0.015596606315468999
2020-02-01,Paid,Translating,21151,0.006288532162463014
2020-02-01,Paid,Well-being,40977,0.012183120534312654
2020-03-01,Free,Cognitive Development,222720,0.034218988312046075
2020-03-01,Free,Education Management,277069,0.04256923883185297
2020-03-01,Free,Licensing Exam,341767,0.052509523071313985
2020-03-01,Free,Non-Education,1605762,0.24671134657833932
2020-03-01,Free,Parents,285081,0.04380021285464443
2020-03-01,Free,Preschool,577244,0.08868851333153163
2020-03-01,Free,Professional & Career,87674,0.013470346539468067
2020-03-01,Free,Subject Learning,2182415,0.3353090579069416
2020-03-01,Free,Teaching and Learning,928935,0.1427227725738619
2020-03-01,Paid,Cognitive Development,17920,0.005145034266732128
2020-03-01,Paid,Education Management,90679,0.026034964412555952
2020-03-01,Paid,Entertainment,447142,0.1283795151838804
2020-03-01,Paid,Hobby,198645,0.05703322164704261
2020-03-01,Paid,Licensing Exams,1059971,0.304329638211067
2020-03-01,Paid,Parents,8351,0.0023976663594575892
2020-03-01,Paid,Preschool,391484,0.11239947516056699
2020-03-01,Paid,Professional,23480,0.006741373023597677
2020-03-01,Paid,Subject Learning,1103467,0.31681783075938064
2020-03-01,Paid,Teaching and Learning,72094,0.02069900113983181
2020-03-01,Paid,Translating,25640,0.00736153340396271
2020-03-01,Paid,Well-being,44097,0.012660746431924478
2020-04-01,Free,Cognitive Development,194322,0.03054670845783939
2020-04-01,Free,Education Management,200530,0.03152258337733521
2020-04-01,Free,Licensing Exam,173338,0.027248100321450808
2020-04-01,Free,Non-Education,1985416,0.3121001416181886
2020-04-01,Free,Parents,200085,0.03145263100311233
2020-04-01,Free,Preschool,632267,0.09939006245568045
2020-04-01,Free,Professional & Career,98233,0.01544186871244088
2020-04-01,Free,Subject Learning,2011485,0.31619809317687686
2020-04-01,Free,Teaching and Learning,865795,0.13609981087707546
2020-04-01,Paid,Cognitive Development,17886,0.005154741679311433
2020-04-01,Paid,Education Management,60917,0.01755626740906936
2020-04-01,Paid,Entertainment,677921,0.19537669875771474
2020-04-01,Paid,Hobby,208400,0.060060838978446975
2020-04-01,Paid,Licensing Exams,720417,0.20762403759278233
2020-04-01,Paid,Parents,9228,0.0026595077835561837
2020-04-01,Paid,Preschool,516923,0.14897710684863602
2020-04-01,Paid,Professional,17796,0.005128803697027075
2020-04-01,Paid,Subject Learning,1127455,0.3249323090712329
2020-04-01,Paid,Teaching and Learning,54109,0.015594203149159248
2020-04-01,Paid,Translating,12369,0.0035647433652802817
2020-04-01,Paid,Well-being,46394,0.013370741667783442
2020-05-01,Free,Cognitive Development,188928,0.02841095613135315
2020-05-01,Free,Education Management,187148,0.028143280075322238
2020-05-01,Free,Licensing Exam,289490,0.04353345025864575
2020-05-01,Free,Non-Education,2132997,0.3207596766774003
2020-05-01,Free,Parents,176870,0.026597676421453845
2020-05-01,Free,Preschool,613182,0.09221019066806078
2020-05-01,Free,Professional & Career,90116,0.013551626665888702
2020-05-01,Free,Subject Learning,2109194,0.31718018613711724
2020-05-01,Free,Teaching and Learning,861904,0.12961295696475805
2020-05-01,Paid,Cognitive Development,24765,0.0067073304499802155
2020-05-01,Paid,Education Management,63531,0.01720667921735082
2020-05-01,Paid,Entertainment,742371,0.20106309765726882
2020-05-01,Paid,Hobby,216203,0.058556227146257724
2020-05-01,Paid,Licensing Exams,980458,0.2655463677902969
2020-05-01,Paid,Parents,8331,0.0022563605886850462
2020-05-01,Paid,Preschool,445726,0.12072003117899784
2020-05-01,Paid,Professional,30361,0.008222946084871768
2020-05-01,Paid,Subject Learning,1077952,0.291951555550861
2020-05-01,Paid,Teaching and Learning,38627,0.010461702131693349
2020-05-01,Paid,Translating,18921,0.005124546716901904
2020-05-01,Paid,Well-being,44983,0.012183155486834647
2020-06-01,Free,Cognitive Development,175520,0.02688063356942714
2020-06-01,Free,Education Management,162365,0.024865964388673868
2020-06-01,Free,Licensing Exam,472105,0.07230219639525068
2020-06-01,Free,Non-Education,2214250,0.3391091777638106
2020-06-01,Free,Parents,182925,0.02801469858527495
2020-06-01,Free,Preschool,549526,0.08415911031718902
2020-06-01,Free,Professional & Career,99040,0.01516783243343245
2020-06-01,Free,Subject Learning,1967013,0.30124518960403135
2020-06-01,Free,Teaching and Learning,706864,0.1082551969429099
2020-06-01,Paid,Cognitive Development,31979,0.00888047775020862
2020-06-01,Paid,Education Management,52825,0.014669352923942912
2020-06-01,Paid,Entertainment,684255,0.19001567600515962
2020-06-01,Paid,Hobby,203258,0.05644417106700972
2020-06-01,Paid,Licensing Exams,1205129,0.3346609109300217
2020-06-01,Paid,Parents,7775,0.0021590954847828894
2020-06-01,Paid,Preschool,339231,0.09420348815413304
2020-06-01,Paid,Professional,21141,0.005870795838430233
2020-06-01,Paid,Subject Learning,972047,0.26993469951083643
2020-06-01,Paid,Teaching and Learning,33371,0.009267032208706083
2020-06-01,Paid,Translating,21577,0.005991871803879152
2020-06-01,Paid,Well-being,28457,0.007902428322889605
2020-07-01,Free,Cognitive Development,174115,0.025798602431853328
2020-07-01,Free,Education Management,114055,0.016899518136662732
2020-07-01,Free,Licensing Exam,570694,0.0845596738721196
2020-07-01,Free,Non-Education,2598921,0.38508186905662745
2020-07-01,Free,Parents,161626,0.023948108529711548
2020-07-01,Free,Preschool,521065,0.0772061498214034
2020-07-01,Free,Professional & Career,108537,0.016081916619165866
2020-07-01,Free,Subject Learning,1930151,0.2859902839068669
2020-07-01,Free,Teaching and Learning,569845,0.08443387762558918
2020-07-01,Paid,Cognitive Development,37874,0.010168207397710502
2020-07-01,Paid,Education Management,69528,0.018666502718171194
2020-07-01,Paid,Entertainment,706210,0.18959945467437117
2020-07-01,Paid,Hobby,198107,0.05318669966040646
2020-07-01,Paid,Licensing Exams,1338005,0.35922037120910494
2020-07-01,Paid,Parents,7593,0.002038527717453024
2020-07-01,Paid,Preschool,286135,0.07681998267264864
2020-07-01,Paid,Professional,45141,0.012119212392143681
2020-07-01,Paid,Subject Learning,960935,0.25798664983151876
2020-07-01,Paid,Teaching and Learning,26813,0.0071986097310770365
2020-07-01,Paid,Translating,24164,0.006487420487888171
2020-07-01,Paid,Well-being,24242,0.006508361507506416
2020-08-01,Free,Cognitive Development,162888,0.024294168119974605
2020-08-01,Free,Education Management,251676,0.037536583761619814
2020-08-01,Free,Licensing Exam,505501,0.0753936832597569
2020-08-01,Free,Non-Education,2538718,0.37864079552333924
2020-08-01,Free,Parents,201428,0.030042272580363467
2020-08-01,Free,Preschool,439997,0.0656239937274966
2020-08-01,Free,Professional & Career,111486,0.016627741927112423
2020-08-01,Free,Subject Learning,1836221,0.27386585678151787
2020-08-01,Free,Teaching and Learning,656904,0.09797490431881904
2020-08-01,Paid,Cognitive Development,43827,0.012144732557897872
2020-08-01,Paid,Education Management,86131,0.023867432403411177
2020-08-01,Paid,Entertainment,680461,0.1885599484582505
2020-08-01,Paid,Hobby,192687,0.05339475853660226
2020-08-01,Paid,Licensing Exams,1333876,0.36962528316787785
2020-08-01,Paid,Parents,8545,0.002367872309472182
2020-08-01,Paid,Preschool,271470,0.07522601472819347
2020-08-01,Paid,Professional,38528,0.010676346909226943
2020-08-01,Paid,Subject Learning,891732,0.24710444824695701
2020-08-01,Paid,Teaching and Learning,16462,0.0045617219378035175
2020-08-01,Paid,Translating,24691,0.006842028694344956
2020-08-01,Paid,Well-being,20315,0.005629412049962245
2020-09-01,Free,Cognitive Development,148890,0.022691568411215297
2020-09-01,Free,Education Management,507390,0.07732873192401457
2020-09-01,Free,Licensing Exam,397092,0.06051877415236956
2020-09-01,Free,Non-Education,2016961,0.3073947781197744
2020-09-01,Free,Parents,356566,0.054342412399176525
2020-09-01,Free,Preschool,362173,0.055196946780811856
2020-09-01,Free,Professional & Career,97807,0.014906267926628615
2020-09-01,Free,Subject Learning,1782697,0.2716917921416366
2020-09-01,Free,Teaching and Learning,891892,0.13592872814437257
2020-09-01,Paid,Cognitive Development,40275,0.011248143113804397
2020-09-01,Paid,Education Management,120537,0.033663995692331236
2020-09-01,Paid,Entertainment,538755,0.1504653840664851
2020-09-01,Paid,Hobby,185494,0.05180541424586053
2020-09-01,Paid,Licensing Exams,1331232,0.3717911372731485
2020-09-01,Paid,Parents,22765,0.006357888963023144
2020-09-01,Paid,Preschool,257290,0.07185685268158246
2020-09-01,Paid,Professional,24038,0.006713416863305527
2020-09-01,Paid,Subject Learning,982548,0.2744094480492187
2020-09-01,Paid,Teaching and Learning,38156,0.010656341369343776
2020-09-01,Paid,Translating,21107,0.005894836913794399
2020-09-01,Paid,Well-being,18394,0.0051371407681022494
2020-10-01,Free,Cognitive Development,161652,0.02381441690609693
2020-10-01,Free,Education Management,397120,0.05850333581860548
2020-10-01,Free,Licensing Exam,400337,0.05897726115938019
2020-10-01,Free,Non-Education,2066571,0.30444524880638435
2020-10-01,Free,Parents,296212,0.04363766647235286
2020-10-01,Free,Preschool,419522,0.061803576876745085
2020-10-01,Free,Professional & Career,108839,0.016034056625607376
2020-10-01,Free,Subject Learning,1986783,0.2926909575133372
2020-10-01,Free,Teaching and Learning,950953,0.1400934798214906
2020-10-01,Paid,Cognitive Development,38414,0.010250484986110852
2020-10-01,Paid,Education Management,101088,0.02697456724829421
2020-10-01,Paid,Entertainment,589282,0.15724543899581858
2020-10-01,Paid,Hobby,219576,0.05859219272427439
2020-10-01,Paid,Licensing Exams,1346335,0.35925929879147067
2020-10-01,Paid,Parents,16675,0.004449597468199054
2020-10-01,Paid,Preschool,273381,0.07294964950247229
2020-10-01,Paid,Professional,19496,0.005202359954423313
2020-10-01,Paid,Subject Learning,1054596,0.2814109560163628
